sgRNA	Gene	BeadSP	BeadDN	BeadDP	CcSP	CcDN	CcDP	Plasmid5kCTRL
LMBRD1_02	LMBRD1	230.42269011472288	250.69266217835533	254.2919093948638	1313.1851932651425	283.1357253743069	936.4279853360961	208.30542964568366
PHB2_01	PHB2	189.70890652302373	292.09145042799196	306.7396157075545	17.594442297096915	27.224588978298737	10.40475539262329	190.8557601465688
BACE2_03	BACE2	141.19886649887155	125.34633108917767	81.8502083364718	7.997473771407688	3.6299451971064984	0.0	159.2282341794231
CCL5_04	CCL5	129.93760720755049	122.47141523850844	130.32460356486772	5.598231639985382	0.0	0.0	170.1342776163699
PSMB6_04	PSMB6	83.16006861283232	120.74646572810693	161.31643002236675	84.77322197692149	9.074862992766246	0.0	184.31213408440072
HLA-A_01	HLA-A	123.00760148981448	165.59515299854664	60.394328481280155	526.2337741586259	252.28119119890164	2063.6098195369527	180.49501888146935
DEFB105B_02	DEFB105B	123.87385220453147	158.1203717868067	56.42101739698541	159.149728051013	235.9464378119224	1588.4593232738223	201.21650141166825
EMP3_01	EMP3	173.25014294340068	90.84734088114712	199.4602164315963	332.6949088905598	502.74740979925	2049.736812346788	113.4228517442466
NOTCH2_01	NOTCH2	234.7539436883079	308.1909791917396	203.43352751589106	698.1794602438912	680.6147244574685	936.4279853360961	185.94804059994274
BAG1_04	BAG1	259.008963700384	202.39407588711256	237.60400284082587	1605.8927332986639	807.6628063561959	769.9518990541235	170.67957978821724
ARSB_04	ARSB	203.56891795849577	220.21855416126166	212.1748119013395	7.197726394266919	14.519780788425994	0.0	147.77688857062898
LIPG_04	LIPG	146.39637078717357	87.39744186034406	274.9531270331965	12.795958034252301	30.854534175405238	0.0	133.59903210259816
TGFBR3_02	TGFBR3	106.54883791019141	326.0154574658887	131.91392799858562	270.31461347357987	275.8758349800939	48.555525165575354	154.32051463279706
EOMES_04	EOMES	234.7539436883079	268.51714045250446	301.17698018954184	203.13583379375527	110.7133285117482	69.36503595082193	200.6711992398209
LRRC32_02	LRRC32	144.66386935773954	112.12171817609928	245.55062500941537	70.37776918838766	27.224588978298737	58.96028055819865	151.04870160171302
RAB7A-INTRON_11	NE_76	220.89393225283584	150.64559057506673	473.61868124793386	20.79343180565999	63.52404094936372	13.873007190164387	193.03696883395816
STOML2_02	STOML2	95.28757861887037	83.37255966940715	112.04737257711187	47.18509525130536	199.6469858408574	267.0553884106644	164.13595372604917
CD79B_02	CD79B	174.98264437283467	47.72360312110892	169.26305219095624	63.979790171261506	72.59890394212997	31.21426617786987	166.31716241343852
LILRB1_04	LILRB1	288.46148800076213	177.09481640122348	218.5321096362111	78.37524295979534	107.08338331464171	0.0	203.94301227090494
ACSL3_02	ACSL3	168.05263865509863	123.62138157877614	166.87906554037937	270.31461347357987	206.9068762350704	52.02377696311645	144.50507553954495
DOK2_01	DOK2	92.68882647471935	96.59717258248554	185.15629652813521	61.5805480398392	9.074862992766246	180.34909347213704	185.94804059994274
PTK2_01	PTK2	309.2515051539702	159.84532129720822	197.07622978101946	3.998736885703844	32.66950677395849	3.4682517975410967	178.31381019408
NTRK1_01	NTRK1	132.53635935170152	626.1566722757544	251.90792274428696	120.76185394825609	54.449177956597474	180.34909347213704	220.84737959817247
SLC46A1_03	SLC46A1	142.06511721358854	97.17215575261937	60.394328481280155	31.190147708489985	0.0	76.30153954590412	168.49837110082788
CEMIP2_02	CEMIP2	191.44140795245772	200.66912637671103	284.4890736355039	345.4908669248121	422.88861546290707	523.7060214287056	146.6862842269343
IL18_04	IL18	113.47884362792743	239.76798194581232	132.70859021544456	120.76185394825609	272.2458897829874	38.15076977295206	156.50172332018641
ASXL1_01	ASXL1	163.72138508151363	179.39474908175885	167.67372775723834	15.195200165674608	16.334753386979244	24.277762582787677	177.76850802223265
PSMD7_01	PSMD7	322.24526587472525	173.0699342102866	54.03703074640856	84.77322197692149	471.8928756238448	27.746014380328774	152.68460811725504
PSMD4_02	PSMD4	204.4351686732128	153.52050642573593	229.6573806722364	69.57802181124688	134.30797229294043	20.80951078524658	155.95642114833907
ATP1B2_01	ATP1B2	355.16279303397135	647.4310495707066	139.06588795031615	155.95073854244993	157.90261607413268	839.3169350049454	196.85408403688953
RPS6KB1_03	RPS6KB1	207.9001715320808	188.59447980390033	269.39049151518384	499.04236333583975	646.1302450849568	2837.029970388617	190.8557601465688
CHST7_01	CHST7	366.4240523252924	213.31875611965555	387.7951618271673	203.13583379375527	215.98173922783667	62.42853235573974	196.3087818650422
LILRA4_02	LILRA4	125.60635363396548	232.8681839042062	194.69224313044262	411.8698992274959	642.5002998878502	1061.2850500475756	142.3238668521556
ANKRD13A_01	ANKRD13A	188.84265580830672	147.19569155426368	223.3000829373648	273.5136029821429	215.98173922783667	832.3804314098631	211.03194050492036
LRFN5_02	LRFN5	169.78514008453266	173.64491738042042	212.96947411819846	391.8762147989767	557.1965877558475	2282.1096827820415	153.22991028910238
IL2RA_04	IL2RA	252.07895798264798	146.04572521399598	259.85454491287646	350.28935118765673	96.19354772332221	31.21426617786987	167.95306892898054
CCRL2_01	CCRL2	171.51764151396665	152.37054008546826	102.51142597480448	109.56539066828533	45.37431496383123	0.0	130.32721907151412
CNTNAP2_02	CNTNAP2	147.26262150189058	217.9186214807263	212.96947411819846	425.46560463888903	145.19780788425993	3891.3785168411105	129.78191689966678
TNFAIP3_03	TNFAIP3	278.06647942415805	259.8923929004968	507.7891565728687	103.16741165115918	96.19354772332221	142.19832369918495	178.31381019408
PSEN1_02	PSEN1	171.51764151396665	104.0719537942255	162.90575445608462	60.78080066269843	45.37431496383123	221.9681150426302	195.2181775213475
KRT16_01	KRT16	189.70890652302373	134.54606181131913	278.1317759006323	387.87747791327286	658.8350532748294	926.0232299434729	174.49669499114862
RARA_03	RARA	128.2051057781165	133.9710786411853	50.858381878972764	98.36892738831456	14.519780788425994	31.21426617786987	164.13595372604917
CCR6_04	CCR6	250.34645655321395	144.8957588737283	77.87689725217705	118.36261181683379	215.98173922783667	31.21426617786987	174.49669499114862
XCL2_02	XCL2	323.11151658944226	411.1129666456974	61.18899069813911	301.50476118206984	333.95495813379785	8920.343623275701	155.95642114833907
PNMA3_01	PNMA3	194.04016009660876	212.16878977938788	186.74562096185312	23.192673937082297	16.334753386979244	0.0	155.41111897649174
S100A10_01	S100A10	308.3852544392532	496.2104758255061	420.37631271838427	531.0322584214705	230.50152001626265	45.08727336803426	148.86749291432366
CTSD_02	CTSD	216.56267867925084	120.17148255797308	124.76196804685506	270.31461347357987	210.5368214321769	301.7379063860754	166.31716241343852
ADAM19_03	ADAM19	172.38389222868366	171.9199678700189	228.86271845537743	89.57170623976612	9.074862992766246	0.0	209.39603398937834
TYK2_01	TYK2	156.7913793637776	172.49495104015276	85.82351942076654	108.76564329114456	145.19780788425993	128.32531650902058	176.13260150669063
FCGR3A_04	FCGR3A	234.7539436883079	225.39340269246625	195.48690534730156	150.35250690246454	159.71758867268593	27.746014380328774	235.0252360662033
HLF_02	HLF	123.00760148981448	104.64693696435933	92.18081715563814	135.9570541139307	94.37857512476896	3423.1645241730625	180.49501888146935
Non_Targeting_Human_CRko_0056	NT_56	237.35269583245892	248.39272949781994	122.37798139627822	298.3057716735068	70.78393134357673	48.555525165575354	152.68460811725504
LTA_02	LTA	299.72274729208317	300.7161979799996	395.7417839957568	385.4782357818506	540.8618343688682	90.17454673606852	183.22152974070605
NAGPA_03	NAGPA	323.9777673041592	112.12171817609928	266.2118426477481	222.32977084513374	50.81923275949098	34.68251797541097	153.22991028910238
HLA-A_03	HLA-A	462.5778816588798	259.8923929004968	264.62251821403015	165.54770706813915	163.34753386979244	208.0951078524658	237.20644475359265
SYPL1_04	SYPL1	209.6326729615148	165.0201698284128	277.33711368377334	92.77069574832919	150.6427256799197	38.15076977295206	176.67790367853797
TNF_02	TNF	187.11015437887272	137.9959608321222	113.63669701082976	134.35755935964917	79.85879433634297	523.7060214287056	155.41111897649174
RAB27A_03	RAB27A	232.15519154415688	213.8937392897894	177.20967435954572	49.58433738272767	0.0	10.40475539262329	161.9547450386598
CD5_01	CD5	286.7289865713281	103.49697062409165	6.3572977348715956	3904.3666952012336	181.49725985532493	3.4682517975410967	209.94133616122568
CTSV_01	CTSV	125.60635363396548	194.9192946753726	168.46838997409728	35.18888459419383	108.89835591319495	0.0	152.68460811725504
CASP8_03	CASP8	60.63755003019023	58.07330018351809	122.37798139627822	147.95326477104223	1.8149725985532492	58.96028055819865	167.4077667571332
ZNF543_03	ZNF543	210.4989236762318	192.61936199483722	71.51959951730545	130.3588224739453	18.14972598553249	48.555525165575354	176.67790367853797
LFNG_01	LFNG	323.11151658944226	255.8675107095599	201.84420308217315	179.14341247953223	117.9732189059612	52.02377696311645	181.0403210533167
CD226_04	CD226	294.52524300378116	121.32144889824076	167.67372775723834	166.3474544452799	79.85879433634297	5757.297983918221	175.04199716299595
CRBN_02	CRBN	148.12887221660756	144.8957588737283	169.26305219095624	157.55023329673145	94.37857512476896	322.54741717132197	176.13260150669063
ZNF136_01	ZNF136	169.78514008453266	105.79690330462702	243.9613005756975	169.54644395384298	49.004260160937726	287.86489919591105	157.04702549203375
GZMB_03	GZMB	120.40884934566346	156.39542227640516	73.9035861678823	78.37524295979534	87.11868473055597	138.73007190164387	163.59065155420183
RAB29_01	RAB29	224.35893511170386	223.0934700119309	307.53427792441346	434.26282578743746	225.0566022206029	1217.356380936925	167.4077667571332
PDE7A_03	PDE7A	168.91888936981564	176.51983323108965	180.38832322698153	241.52370789651218	145.19780788425993	1356.086452838569	159.77353635127045
ANTXR2_03	ANTXR2	110.88009148377643	186.8695302934988	81.05554611961284	315.1004665934629	245.02130080468865	312.1426617786987	131.4178234152088
REL_04	REL	369.88905518416044	229.99326805353698	270.9798159489018	288.70880314781755	666.0949436690424	65.89678415328083	171.77018413191192
PKD2L1_02	PKD2L1	401.94033162868953	211.01882343912018	137.47656351659825	363.08530922190903	404.7388894773746	426.5949710975549	163.0453493823545
PTCH1_02	PTCH1	186.2439036641557	87.39744186034406	122.37798139627822	213.53254969658528	624.3505739023177	766.4836472565823	166.31716241343852
TXK_04	TXK	165.45388651094763	168.47006884921583	92.18081715563814	29.590652954208448	16.334753386979244	52.02377696311645	165.77186024159118
P4HB_03	P4HB	97.02008004830438	73.02286260699799	77.08223503531809	66.37903230268381	147.01278048281318	20.80951078524658	173.40609064745394
TMSB10_02	TMSB10	113.47884362792743	90.27235771101327	123.9673058299961	226.32850773083757	270.4309171844341	93.64279853360961	164.13595372604917
F3_01	F3	168.91888936981564	174.21990055055429	359.9819842371041	702.178197129595	671.5398614647022	981.5152587041304	197.9446883805842
NLGN4Y_01	NLGN4Y	227.82393797057188	200.66912637671103	147.01251011890565	441.4605521817044	647.94521768351	163.00783448443156	160.3188385231178
FZD3_03	FZD3	245.14895226491194	152.9455232556021	143.83386125146984	158.34998067387224	154.27267087702617	138.73007190164387	149.95809725801834
GNPTG_04	GNPTG	199.23766438491077	195.49427784550645	191.5135942630068	121.56160132539686	404.7388894773746	5011.623847446885	157.5923276638811
FXYD5_01	FXYD5	156.7913793637776	115.57161719690234	183.5669720944173	145.55402263961992	159.71758867268593	142.19832369918495	136.8708451336822
CD8A_01	CD8A	411.46908949057655	213.8937392897894	351.2406998516557	115.96336968541148	168.79245166545218	52.02377696311645	206.1242209582943
SLC6A3_03	SLC6A3	219.16143082340184	183.9946144428296	206.61217638332687	154.35124378816838	230.50152001626265	72.83328774836303	201.21650141166825
Non_Targeting_Human_CRko_0089	NT_89	232.15519154415688	280.0168038551813	292.43569580409337	62.38029541697997	119.78819150451444	34.68251797541097	175.5872993348433
FRMD4A_04	FRMD4A	176.71514580226867	169.62003518948353	146.21784790204669	292.7075400335214	446.4832592440993	13488.031240637325	171.77018413191192
CHN1_02	CHN1	148.99512293132457	133.9710786411853	175.62034992582784	567.8206377699458	519.0821631862293	41.61902157049316	179.40441453777467
HRK_02	HRK	59.77129931547323	95.44720624221785	93.77014158935603	5.598231639985382	0.0	0.0	143.9597733676976
PIK3R2_04	PIK3R2	294.52524300378116	148.9206410646652	246.34528722627434	108.76564329114456	21.779671182638992	117.9205611163973	156.50172332018641
SYK_01	SYK	103.9500857660404	185.71956395323113	159.72710558864884	174.3449282166876	32.66950677395849	62.42853235573974	153.22991028910238
TFPI_04	TFPI	161.12263293736262	100.04707160328859	133.5032524323035	449.4580259531121	179.68228725677167	759.5471436615002	146.6862842269343
CAPN5_02	CAPN5	163.72138508151363	213.31875611965555	132.70859021544456	117.56286443969302	79.85879433634297	8909.938867883078	167.95306892898054
KCNH5_03	KCNH5	124.74010291924847	165.59515299854664	186.74562096185312	167.1472018224207	43.559342365277985	17.341258987705483	148.86749291432366
APOA1_01	APOA1	157.6576300784946	132.24612913078377	68.34095064986965	360.68606709048674	330.32501293669134	4123.751387276364	171.77018413191192
PTPRK_04	PTPRK	168.91888936981564	135.69602815158683	143.83386125146984	406.27166758751054	2009.174666598447	922.5549781459317	154.8658168046444
PLD4_01	PLD4	153.32637650490958	316.2407435736134	139.06588795031615	139.15604362249377	203.27693103796392	142.19832369918495	168.49837110082788
PLP2_01	PLP2	180.18014866113668	152.37054008546826	174.82568770896887	11.996210657111533	23.59464378119224	0.0	154.32051463279706
AXL_03	AXL	272.86897513585603	316.81572674374723	97.74345267365078	83.97347459978073	170.60742426400543	124.85706471147948	156.50172332018641
FTH1_04	FTH1	123.00760148981448	140.29589351265756	100.12743932422762	455.0562575930975	462.81801263107855	357.22993514673294	154.8658168046444
RAB29_02	RAB29	83.16006861283232	90.84734088114712	192.30825647986578	74.3765060740915	217.7967118263899	83.23804314098632	169.04367327267522
IGLL5_02	IGLL5	200.97016581434477	204.1190253975141	101.71676375794553	767.7574820551381	909.3012718751778	506.3647624410001	159.77353635127045
NTRK1_02	NTRK1	152.4601257901926	330.6153228269594	249.52393609371012	35.18888459419383	72.59890394212997	1252.038898912336	199.58059489612623
SLC39A10_01	SLC39A10	356.8952944634054	261.61734241089835	313.891575659285	35.18888459419383	32.66950677395849	0.0	127.60070821227742
PLXNB2_03	PLXNB2	126.47260434868248	95.44720624221785	116.02068366140662	224.72901297655605	283.1357253743069	152.60307909180824	167.4077667571332
KCNE2_04	KCNE2	443.5203659351057	335.790171358164	356.00867315280937	133.55781198250838	121.6031641030677	1002.324769489377	155.41111897649174
GRIN1_02	GRIN1	116.94384648679545	193.76932833510492	70.7249373004465	335.8938983991229	185.1272050524314	1442.7927477770963	194.67287534950017
C5AR1_03	C5AR1	268.53772156227103	158.1203717868067	269.39049151518384	610.2072487584066	682.4296970560217	4331.84649512883	200.12589706797357
IL2RB_02	IL2RB	200.97016581434477	343.264952569904	149.3964967694825	392.6759621761175	348.4747389222239	3131.83137317961	141.77856468030825
ASAH1_02	ASAH1	172.38389222868366	119.59649938783923	255.08657161172277	261.5173923250314	119.78819150451444	34.68251797541097	167.4077667571332
CD72_04	CD72	244.28270155019493	167.895085679082	181.97764766069943	96.76943263403302	277.69080757864714	173.41258987705484	168.49837110082788
BLNK_02	BLNK	199.23766438491077	212.7437729495217	267.80116708146596	624.6027015469405	1562.6914073543476	3679.8151571911035	183.22152974070605
JPT1_03	HN1	289.3277387154791	219.64357099112783	215.3534607687753	858.1289356720449	221.4266570234964	1283.2531650902058	196.85408403688953
C7orf50_03	C7orf50	150.72762436075857	222.51848684179703	183.5669720944173	75.97600082837303	88.93365732910921	2070.5463231320346	162.50004721050715
Non_Targeting_Human_CRko_0034	NT_34	213.09767582038282	197.21922735590798	355.2140109359504	568.6203851470866	399.2939716817148	305.2061581836165	172.8607884756066
GPR65_04	GPR65	175.84889508755168	255.8675107095599	317.8648867435798	231.92673937082296	199.6469858408574	388.44420132460283	168.49837110082788
ACKR3_03	ACKR3	394.1440751962365	205.8439749079156	264.62251821403015	796.5483876322057	794.9579981663231	1016.1977766795413	130.87252124336146
TMEM30A_04	TMEM30A	188.84265580830672	120.17148255797308	278.1317759006323	44.78585311988306	52.63420535804423	0.0	164.6812558978965
FOXP3_02	FOXP3	191.44140795245772	128.22124693984688	157.343118938072	105.56665378258148	248.65124600179513	41.61902157049316	171.77018413191192
FAP_03	FAP	237.35269583245892	228.26831854313548	104.10075040852237	47.18509525130536	45.37431496383123	128.32531650902058	160.3188385231178
TREML1_03	TREML1	172.38389222868366	164.44518665827894	95.35946602307394	1465.1371949218885	464.6329852296318	5098.330142385412	182.6762275688587
SH2D2A_04	SH2D2A	178.4476472317027	148.9206410646652	66.75162621615175	81.57423246835842	30.854534175405238	62.42853235573974	195.76347969319485
ABCC2_02	ABCC2	412.33534020529356	254.14256119915837	116.02068366140662	482.2476684158836	194.20206804519768	1359.5547046361098	157.5923276638811
TBX21_02	TBX21	71.03255860679427	110.9717518358316	113.63669701082976	111.96463279970763	30.854534175405238	48.555525165575354	161.9547450386598
GOLGA6A_02	GOLGA6A	32.91752715924613	79.34767747847026	69.13561286672861	11.996210657111533	3.6299451971064984	0.0	181.58562322516403
CLEC5A_01	CLEC5A	171.51764151396665	146.62070838412984	260.64920712973543	203.93558117089606	174.23736946111194	38.15076977295206	190.31045797472146
CD79A_02	CD79A	206.16767010264678	229.41828488340315	452.1628013927422	563.821900884242	471.8928756238448	974.5787551090482	184.85743625624806
MYC_02	MYC	69.30005717736026	47.72360312110892	59.59966626442121	5.598231639985382	49.004260160937726	3.4682517975410967	179.40441453777467
HSP90AB1_01	HSP90AB1	278.06647942415805	148.34565789453137	160.52176780550778	246.3221921593568	375.6993279005226	516.7695178336234	189.21985363102678
SEL1L3_02	SEL1L3	156.7913793637776	322.5655584450856	209.79082525076265	23.992421314223066	223.24162962204966	197.6903524598425	131.4178234152088
HINFP_04	HINFP	263.340217273969	185.14458078309727	201.0495408653142	5.598231639985382	134.30797229294043	34.68251797541097	178.31381019408
TEK_04	TEK	247.74770440906295	170.19501835961736	155.7537945043541	271.11436085072063	388.40413609039535	149.13482729426715	157.04702549203375
HOPX_01	HOPX	343.0352830279333	223.0934700119309	306.7396157075545	316.6999613477445	533.6019439746552	235.8411222327946	194.67287534950017
FOLR2_01	FOLR2	175.84889508755168	528.9845165231351	63.57297734871595	187.1408862509399	197.83201324230416	745.6741364713358	160.86414069496513
SCUBE1_02	SCUBE1	190.57515723774074	203.54404222738023	179.5936610101226	119.96210657111533	161.5325612712392	79.76979134344522	183.22152974070605
TMED9_02	TMED9	174.11639365811766	201.8190927169787	232.04136732281324	406.27166758751054	362.99451971064985	41.61902157049316	179.949716709622
BMP2_03	BMP2	160.2563822226456	165.0201698284128	247.13994944313328	213.53254969658528	658.8350532748294	1158.3961003787263	184.31213408440072
SLITRK6_03	SLITRK6	284.1302344271771	168.47006884921583	159.72710558864884	85.57296935406227	108.89835591319495	183.81734526967813	194.67287534950017
CIITA_03	CIITA	92.68882647471935	192.61936199483722	165.2897411066615	32.789642462771525	23.59464378119224	20.80951078524658	155.41111897649174
CD1B_02	CD1B	220.89393225283584	242.64289779648152	248.72927387685118	26.39166344564537	114.3432737088547	0.0	172.8607884756066
Non_Targeting_Human_CRko_0091	NT_91	274.60147656529006	251.842628518623	263.82785599717124	125.5603382111007	168.79245166545218	10.40475539262329	187.58394711548476
IL13_02	IL13	330.90777302189525	161.57027080760975	135.0925768660214	410.2704044732144	147.01278048281318	794.2296616369111	174.49669499114862
ITGA7_02	ITGA7	140.33261578415454	240.34296511594616	224.09474515422374	1513.9217849274753	1219.6615862277836	6093.718408279707	195.76347969319485
MAS1_04	MAS1	154.1926272196266	293.2414167682597	158.13778115493093	79.97473771407688	67.15398614647022	0.0	165.77186024159118
GTF3A_03	GTF3A	216.56267867925084	238.0430324354108	124.76196804685506	344.69111954767135	194.20206804519768	8743.462781601105	190.31045797472146
PHB2_02	PHB2	87.49132218641734	74.17282894726569	64.3676395655749	180.74290723381375	143.38283528570668	606.9440645696919	204.48831444275228
HRAS_03	HRAS	143.79761864302256	122.47141523850844	129.52994134800875	11.996210657111533	21.779671182638992	0.0	173.95139281930128
NACA_02	NACA	176.71514580226867	173.0699342102866	243.16663835883853	197.5376021537699	65.33901354791698	208.0951078524658	167.95306892898054
PSMD9_04	PSMD9	212.2314251056658	185.71956395323113	127.1459546974319	183.94189674237683	1275.925736782934	260.11888481558225	167.4077667571332
OTOA_02	OTOA	131.6701086369845	165.59515299854664	398.12577064633365	235.9254762565268	70.78393134357673	579.1980501893631	150.50339942986568
PTK7_04	PTK7	285.8627358566111	105.79690330462702	223.3000829373648	507.0398371072474	1025.4595181825857	9398.962371336373	137.96144947737687
BAD_03	BAD	219.16143082340184	132.24612913078377	165.2897411066615	291.9077926563806	462.81801263107855	294.8014027909932	222.48328611371448
CHRNB2_03	CHRNB2	127.33885506339949	430.662394430248	72.3142617341644	91.17120099404765	130.67802709583395	260.11888481558225	138.5067516492242
ACE2_04	ACE2	153.32637650490958	184.56959761296343	322.6328600447335	149.55275952532378	30.854534175405238	97.11105033115071	167.95306892898054
PDGFA_01	PDGFA	161.9888836520796	150.0706074049329	112.04737257711187	654.1933545011489	464.6329852296318	93.64279853360961	162.50004721050715
ETV6_04	ETV6	254.67771012679898	180.54471542202654	256.67589604544065	86.37271673120303	245.02130080468865	52.02377696311645	145.59567988323963
HTR1F_03	HTR1F	97.02008004830438	113.27168451636697	148.60183455262356	407.07141496465135	123.41813670162095	1009.2612730844592	179.40441453777467
LILRB1_01	LILRB1	177.58139651698568	128.7962301099807	213.7641363350574	234.32598150224527	78.04382173778971	97.11105033115071	185.94804059994274
ITGAX_04	ITGAX	135.13511149585253	93.14727356168248	271.7744781657607	59.981053285557664	68.96895874502347	10.40475539262329	132.50842775890348
TIMP2_01	TIMP2	191.44140795245772	97.74713892275322	248.72927387685118	139.15604362249377	152.45769827847295	1064.7533018451168	165.22655806974385
LAMP2_04	LAMP2	256.410211556233	207.56892441831712	113.63669701082976	289.5085505249583	560.826532952954	468.21399266804804	151.59400377356036
FAM174A_02	FAM174A	181.9126500905707	61.523199204321145	175.62034992582784	26.39166344564537	10.889835591319496	256.65063301804116	148.32219074247632
SKIL_02	SKIL	188.84265580830672	104.0719537942255	196.28156756416053	11.196463279970764	50.81923275949098	0.0	143.9597733676976
HLA-DQB2_03	HLA-DQB2	220.89393225283584	197.7942105260418	227.27339402165953	210.3335601880222	186.94217765098466	603.4758127721508	167.4077667571332
NBPF1_02	NBPF1	107.4150886249084	111.54673500596544	143.83386125146984	239.12446576508987	640.685327289297	6551.527645555132	175.04199716299595
CSF2RB_01	CSF2RB	259.008963700384	178.24478274149118	197.07622978101946	151.1522542796053	205.09190363651717	1220.824632734466	181.58562322516403
UBASH3A_04	UBASH3A	197.50516295547675	216.19367197032477	182.77230987755837	57.58181115413535	98.00852032187545	15308.8634343464	170.67957978821724
DCK_01	DCK	141.19886649887155	141.44585985292525	181.18298544384047	64.77953754840227	94.37857512476896	0.0	131.96312558705614
ITPR1_04	ITPR1	113.47884362792743	113.84666768650081	107.27939927595817	179.943159856673	225.0566022206029	41.61902157049316	161.40944286681247
HMMR_03	HMMR	284.1302344271771	343.8399357400378	174.82568770896887	9.596968525689226	21.779671182638992	31.21426617786987	157.04702549203375
CRYAB_02	CRYAB	227.82393797057188	167.895085679082	170.85237662467412	18.394189674237683	10.889835591319496	6.936503595082193	155.95642114833907
PLA2R1_04	PLA2R1	326.57651944831025	411.1129666456974	230.45204288909534	49.58433738272767	90.74862992766246	131.79356830656167	165.22655806974385
DNM1_04	DNM1	380.28406376076447	225.39340269246625	294.0250202378113	23.992421314223066	25.40961637974549	0.0	156.50172332018641
SIDT1_02	SIDT1	208.7664222467978	249.54269583808764	135.0925768660214	25.591916068504602	18.14972598553249	173.41258987705484	176.13260150669063
HNRNPU_01	HNRNPU	270.27022299170505	263.9172750914337	199.4602164315963	278.31208724498754	210.5368214321769	898.2772155631441	234.47993389435595
DCK_02	DCK	199.23766438491077	126.49629742944535	247.9346116599922	167.1472018224207	308.54534175405234	41.61902157049316	129.23661472781944
E2F1_02	E2F1	154.1926272196266	120.17148255797308	161.31643002236675	35.9886319713346	172.42239686255868	114.4523093188562	212.12254484861504
SLA_04	SLA	207.0339208173638	333.4902386776286	189.12960761242996	10.396715902829994	98.00852032187545	62.42853235573974	169.58897544452256
RPS10P5_01	RPS10P5	151.59387507547558	202.9690590572464	194.69224313044262	295.90652954208446	81.67376693489622	90.17454673606852	200.12589706797357
PAK1_01	PAK1	212.2314251056658	150.0706074049329	245.55062500941537	210.3335601880222	313.9902595497121	395.380704919685	135.23493861814018
PDIA3_02	PDIA3	149.86137364604159	202.39407588711256	113.63669701082976	996.485231917398	889.3365732910921	9010.51817001177	154.32051463279706
PECAM1_03	PECAM1	272.86897513585603	157.54538861667285	199.4602164315963	513.4378161243736	108.89835591319495	65.89678415328083	159.2282341794231
RAP1GAP2_04	RAP1GAP2	275.46772728000707	74.17282894726569	228.0680562385185	108.76564329114456	98.00852032187545	242.77762582787676	130.32721907151412
RORC_02	RORC	228.6901886852889	170.19501835961736	228.0680562385185	67.97852705696535	157.90261607413268	832.3804314098631	171.77018413191192
ITM2C_01	ITM2C	151.59387507547558	228.26831854313548	195.48690534730156	118.36261181683379	172.42239686255868	1536.4355463107058	189.21985363102678
SHH_02	SHH	293.65899228906414	189.74444614416802	142.24453681775196	737.3670817237888	1417.4935994700877	436.9997264901782	183.76683191255339
HTR3B_02	HTR3B	369.02280446944343	225.39340269246625	364.7499575382578	62.38029541697997	123.41813670162095	13.873007190164387	199.58059489612623
ANKRD13A_02	ANKRD13A	191.44140795245772	346.1398684205732	224.09474515422374	278.31208724498754	562.6415055515073	208.0951078524658	176.67790367853797
Non_Targeting_Human_CRko_0090	NT_90	284.9964851418941	158.69535495694052	237.60400284082587	349.489603810516	154.27267087702617	808.1026688270755	190.8557601465688
MAP3K5_04	MAP3K5	118.67634791622946	201.24410954684487	94.56480380621498	37.588126725616135	36.29945197106498	589.6028055819864	157.5923276638811
PLAUR_03	PLAUR	200.10391509962776	297.26629895919655	135.0925768660214	271.11436085072063	284.95069797286016	17.341258987705483	172.8607884756066
EIF3E_03	EIF3E	132.53635935170152	294.9663662786612	47.67973301153697	328.696172004856	549.9366973616345	357.22993514673294	163.59065155420183
SELENOM_02	SELM	231.2889408294399	166.7451193388143	247.13994944313328	603.8092697412804	1167.0273808697393	568.7932947967398	206.1242209582943
RER1_03	RER1	208.7664222467978	167.895085679082	187.54028317871206	183.14214936523607	622.5356013037645	38.15076977295206	208.30542964568366
TM2D1_03	TM2D1	136.0013622105695	95.44720624221785	481.56530341652336	494.2438790729951	911.1162444737311	166.47608628197264	140.14265816476623
GREM1_02	GREM1	123.00760148981448	266.2172077719691	170.85237662467412	459.0549944788013	504.5623823978033	756.078891863959	208.850731817531
GPC4_03	GPC4	265.93896941812	233.44316707434004	398.9204328631926	910.9122625633357	517.267190587676	364.16643874181517	164.13595372604917
JPT1_02	HN1	159.3901315079286	110.39676866569775	85.02885720390759	51.183832137009205	76.22884913923647	0.0	169.04367327267522
ALAS1-INTRON_08	NE_28	409.7365880611426	150.64559057506673	626.9884891017111	123.96084345681916	87.11868473055597	62.42853235573974	193.03696883395816
FNIP2_02	FNIP2	151.59387507547558	178.819765911625	445.80550365787064	191.13962313664373	58.079123153703975	0.0	159.2282341794231
TRAT1_01	TRAT1	220.02768153811886	216.7686551404586	249.52393609371012	175.14467559382837	65.33901354791698	90.17454673606852	183.76683191255339
REL_02	REL	375.95281018717947	106.37188647476086	91.38615493877919	109.56539066828533	67.15398614647022	211.5633596500069	177.76850802223265
DEFB134_02	DEFB134	117.81009720151245	93.72225673181633	384.61651295973155	246.3221921593568	161.5325612712392	1730.6576469730073	144.50507553954495
NUSAP1_02	NUSAP1	297.12399514793213	146.04572521399598	189.12960761242996	767.7574820551381	245.02130080468865	4650.92566050261	192.49166666211082
